Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba Mate Playadito Suave 500grs.,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-500grs/p/MLA19991741?pdp_filters=category:MLA409408#searchVariation=MLA19991741&position=3&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,2.399,CAPSULANDIA,Nuevo  |  +10mil vendidos,(289 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1278633767,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Nobleza Gaucha Suave Sin Tacc X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-nobleza-gaucha-suave-sin-tacc-x-1-kg/p/MLA21239193?pdp_filters=category:MLA409408#searchVariation=MLA21239193&position=6&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,3.361,ECOMODICO,Nuevo  |  +10mil vendidos,(445 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1370357935,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Canarias Serena 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-serena-1kg/p/MLA20008630?pdp_filters=category:MLA409408#searchVariation=MLA20008630&position=15&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,8.099,TGWSTORE,Nuevo  |  +5mil vendidos,(6 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1367781295,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias sabor tradicional 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-sabor-tradicional-1kg/p/MLA19839481?pdp_filters=category:MLA409408#searchVariation=MLA19839481&position=26&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,6.452,VENTAS MERCADONLINE,Nuevo  |  +50mil vendidos,(1671 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1455090456,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Cosmico 500g,https://www.mercadolibre.com.ar/yerba-mate-cosmico-500g/p/MLA34077331?pdp_filters=category:MLA409408#searchVariation=MLA34077331&position=28&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,3.400,ASIQUEBUENOSRL,Nuevo  |  +500 vendidos,(851 disponibles),Nuevo  |  +500 vendidos,No disponible,#1413006783,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Mañanita 4flex 500g,https://www.mercadolibre.com.ar/yerba-mate-mananita-4flex-500g/p/MLA20719063?pdp_filters=category:MLA409408#searchVariation=MLA20719063&position=24&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,2.438,OPEN25HS ,Nuevo  |  +10mil vendidos,(464 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1631079952,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Tradicional Sin Tacc Cruz De Malta X 1kg,https://www.mercadolibre.com.ar/yerba-tradicional-sin-tacc-cruz-de-malta-x-1kg/p/MLA20068481?pdp_filters=category:MLA409408#searchVariation=MLA20068481&position=1&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,3.749,Ecomodico,Nuevo  |  +1000 vendidos,(107 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1286549848,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias 500g Sab. Tradicional Original Importada,https://www.mercadolibre.com.ar/yerba-mate-canarias-500g-sab-tradicional-original-importada/p/MLA19957013?pdp_filters=category:MLA409408#searchVariation=MLA19957013&position=5&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,3.681,PAPUS SERGIO,Nuevo  |  +10mil vendidos,(753 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1396885399,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Organica Porongo,https://www.mercadolibre.com.ar/yerba-mate-organica-porongo/p/MLA19991738?pdp_filters=category:MLA409408#searchVariation=MLA19991738&position=14&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,3.949,TAP GROCERY,Nuevo  |  +5mil vendidos,(11 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1283552817,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Sol y Lluvia Barbacuá - Barbacuá - 2000 g - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/sol-y-lluvia-barbacua-barbacua-2000-g-unidad-1-bolsa/p/MLA23127803?pdp_filters=category:MLA409408#searchVariation=MLA23127803&position=22&search_layout=stack&type=product&tracking_id=a301214f-a29d-48fd-9f5d-d68015953363,9.165,MORAGREEN AGROALIMENTOS,Nuevo  |  +1000 vendidos,(27 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1378306629,2024-03-29 00:50:42,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
