Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Chocoflakes Granix Cereal Copos de Chocolate,https://www.mercadolibre.com.ar/chocoflakes-granix-cereal-copos-de-chocolate/p/MLA25809161?pdp_filters=category:MLA1423#searchVariation=MLA25809161&position=21&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.168,01MERCADO,Nuevo  |  +500 vendidos,(7 disponibles),Nuevo  |  +500 vendidos,No disponible,#1467337492,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barritas Integra almendra y nuez caja con 10 unidades de 42g,https://www.mercadolibre.com.ar/barritas-integra-almendra-y-nuez-caja-con-10-unidades-de-42g/p/MLA21256154?pdp_filters=category:MLA1423#searchVariation=MLA21256154&position=22&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,8.610,PUNTONUEZ,Nuevo  |  +1000 vendidos,(19 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1336984090,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Micro Cereal C/ Chocolate Argenfrut X 200 Grs,https://articulo.mercadolibre.com.ar/MLA-909701213-micro-cereal-c-chocolate-argenfrut-x-200-grs-_JM#position=46&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,3.370,PAPUS SERGIO,Nuevo  |  +50 vendidos,(19 disponibles),Nuevo  |  +50 vendidos,No disponible,#909701213,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Cereal Flow Almendras Enteras Caja X 20un,https://www.mercadolibre.com.ar/barra-cereal-flow-almendras-enteras-caja-x-20un/p/MLA29423266?pdp_filters=category:MLA1423#searchVariation=MLA29423266&position=23&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,11.443,MEJORPRECIO.COM.AR,Nuevo  |  +500 vendidos,(14 disponibles),Nuevo  |  +500 vendidos,No disponible,#1618200680,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Bolitas De Chocolate Snuks Sin Tacc 200 Gr,https://www.mercadolibre.com.ar/bolitas-de-chocolate-snuks-sin-tacc-200-gr/p/MLA21827056?pdp_filters=category:MLA1423#searchVariation=MLA21827056&position=24&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.490,BLIP,Nuevo  |  +100 vendidos,(21 disponibles),Nuevo  |  +100 vendidos,No disponible,#1391625958,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Semillas Y Arandanos Integra Sin Tacc X 10 Unidades,https://www.mercadolibre.com.ar/barra-semillas-y-arandanos-integra-sin-tacc-x-10-unidades/p/MLA20027381?pdp_filters=category:MLA1423#searchVariation=MLA20027381&position=25&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,9.197,Integra,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1346178096,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Bastoncitos De Salvado Y Fibra - 2.5 Kg,https://articulo.mercadolibre.com.ar/MLA-789906867-bastoncitos-de-salvado-y-fibra-25-kg-_JM#position=47&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,8.806,DIETETICA CALLLAO,Nuevo  |  +100 vendidos,(194 disponibles),Nuevo  |  +100 vendidos,No disponible,#789906867,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Proteica Pont Smartbased 12 U. X 70g.,https://articulo.mercadolibre.com.ar/MLA-1594862718-barra-proteica-pont-smartbased-12-u-x-70g-_JM#position=48&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,24.480,Market Nutritivo,Nuevo  |  +100 vendidos,(98 disponibles),Nuevo  |  +100 vendidos,No disponible,#1594862718,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
"Copos De Maíz Natural Bolsa 3,5kg 3 Arroyos",https://articulo.mercadolibre.com.ar/MLA-1123803513-copos-de-maiz-natural-bolsa-35kg-3-arroyos-_JM#position=49&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,8.760,PUERTOGOURMETSRL,Nuevo  |  +100 vendidos,(27 disponibles),Nuevo  |  +100 vendidos,No disponible,#1123803513,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Zafran Barrita De Arandanos Y Almend Sin Tacc Pack X 12 Unid,https://www.mercadolibre.com.ar/zafran-barrita-de-arandanos-y-almend-sin-tacc-pack-x-12-unid/p/MLA21256153?pdp_filters=category:MLA1423#searchVariation=MLA21256153&position=26&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,8.951,PUNTONUEZ,Nuevo  |  +1000 vendidos,(25 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1404879723,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Chocolino Bolitas De Cereal Con Chispitas X 200 Gr,https://www.mercadolibre.com.ar/chocolino-bolitas-de-cereal-con-chispitas-x-200-gr/p/MLA20725619?pdp_filters=category:MLA1423#searchVariation=MLA20725619&position=27&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.073,Ecomodico,Nuevo  |  +500 vendidos,(43 disponibles),Nuevo  |  +500 vendidos,No disponible,#1322704272,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Cereales Nesfit Cero Azucares X 220g,https://www.mercadolibre.com.ar/cereales-nesfit-cero-azucares-x-220g/p/MLA21674216?pdp_filters=category:MLA1423#searchVariation=MLA21674216&position=28&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,4.483,01MERCADO,Nuevo  |  +1000 vendidos,(8 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1344774782,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita de Cereal Muecas Cacao Avellanas Y Coco de 45 g,https://www.mercadolibre.com.ar/barrita-de-cereal-muecas-cacao-avellanas-y-coco-de-45-g/p/MLA19762245?pdp_filters=category:MLA1423#searchVariation=MLA19762245&position=29&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.086,KAKO SRL,Nuevo  |  +10mil vendidos,(877 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1320262753,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Avellana Snuks Sin Tacc 240 Gr ,https://articulo.mercadolibre.com.ar/MLA-1268638737-almohaditas-rellenas-avellana-snuks-sin-tacc-240-gr-_JM#position=50&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,3.207,BLIP,Nuevo  |  +500 vendidos,(61 disponibles),Nuevo  |  +500 vendidos,No disponible,#1268638737,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Cerealfort Barrita De Cereal por 24 Unidades Sabor Tradicional,https://www.mercadolibre.com.ar/cerealfort-barrita-de-cereal-por-24-unidades-sabor-tradicional/p/MLA19609620?pdp_filters=category:MLA1423#searchVariation=MLA19609620&position=30&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,11.045,ALMACEN MINGO,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1250089929,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Chocolate Snuks Sin Tacc 240 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-chocolate-snuks-sin-tacc-240-gr/p/MLA25594461?pdp_filters=category:MLA1423#searchVariation=MLA25594461&position=31&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.833,NEWGARDEN,Nuevo  |  +1000 vendidos,(12 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1484043756,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Muecas Caja X16 Barritas De Cereal Pasas De Uva Y Almendras,https://www.mercadolibre.com.ar/muecas-caja-x16-barritas-de-cereal-pasas-de-uva-y-almendras/p/MLA21266471?pdp_filters=category:MLA1423#searchVariation=MLA21266471&position=32&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,12.999,PUNTONUEZ,Nuevo  |  +1000 vendidos,(45 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1403791161,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos Avena Y Miel X 500 G New Garden Cereales Aritos Avena Y Miel - Miel - Unidad - 1 - Paquete,https://www.mercadolibre.com.ar/aritos-avena-y-miel-x-500-g-new-garden-cereales-aritos-avena-y-miel-miel-unidad-1-paquete/p/MLA21857123?pdp_filters=category:MLA1423#searchVariation=MLA21857123&position=33&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,3.050,NEWGARDEN,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#1392257106,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Avena Banana Integra 40 Gr Caja X 10 Unidades,https://www.mercadolibre.com.ar/barra-de-avena-banana-integra-40-gr-caja-x-10-unidades/p/MLA28082296?pdp_filters=category:MLA1423#searchVariation=MLA28082296&position=34&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,9.623,GREENANDML,Nuevo  |  +100 vendidos,(12 disponibles),Nuevo  |  +100 vendidos,No disponible,#1395575395,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Zoo Cartoon Frutal Grande,https://articulo.mercadolibre.com.ar/MLA-1529000192-zoo-cartoon-frutal-grande-_JM#position=51&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.099,TAP GROCERY,Nuevo  |  +50 vendidos,(15 disponibles),Nuevo  |  +50 vendidos,No disponible,#1529000192,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bagley Galletitas De Salvado Original 3 Paquetes 507 Grs,https://www.mercadolibre.com.ar/bagley-galletitas-de-salvado-original-3-paquetes-507-grs/p/MLA20002762?pdp_filters=category:MLA1423#searchVariation=MLA20002762&position=35&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.528,TAP GROCERY,Nuevo  |  +1000 vendidos,(104 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1291372752,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Galletitas,nan
Oferta! Cereal Zucaritas Chocolate Kellogg's Copos Maiz 240g,https://articulo.mercadolibre.com.ar/MLA-1503345552-oferta-cereal-zucaritas-chocolate-kelloggs-copos-maiz-240g-_JM#position=52&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,1.799,CAPSULANDIA,Nuevo  |  +25 vendidos,(29 disponibles),Nuevo  |  +25 vendidos,No disponible,#1503345552,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Aritos Con Miel X 1kg - Envío A Todo El País.,https://articulo.mercadolibre.com.ar/MLA-842531814-aritos-con-miel-x-1kg-envio-a-todo-el-pais-_JM#position=53&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,4.681,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(11 disponibles),Nuevo  |  +1000 vendidos,No disponible,#842531814,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Cereal Integra Base Chocolate Y Arándanos Por 10 U.,https://www.mercadolibre.com.ar/barra-de-cereal-integra-base-chocolate-y-arandanos-por-10-u/p/MLA22128280?pdp_filters=category:MLA1423#searchVariation=MLA22128280&position=36&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,9.252,PUNTONUEZ,Nuevo  |  +1000 vendidos,(12 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1373076072,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Bocaditos Cereal Granix Avena Y Trigo Relleno Crema Avellana,https://www.mercadolibre.com.ar/bocaditos-cereal-granix-avena-y-trigo-relleno-crema-avellana/p/MLA19977257?pdp_filters=category:MLA1423#searchVariation=MLA19977257&position=37&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,1.899,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(7 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280111027,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Zafran Barrita De Caju Semillas De Zapallo Sin Tacc Pack X12,https://articulo.mercadolibre.com.ar/MLA-899060744-zafran-barrita-de-caju-semillas-de-zapallo-sin-tacc-pack-x12-_JM#position=54&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,10.101,BLIP,Nuevo  |  +1000 vendidos,(32 disponibles),Nuevo  |  +1000 vendidos,No disponible,#899060744,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Trigo Burgol Grueso X 5 Kilos,https://articulo.mercadolibre.com.ar/MLA-924032271-trigo-burgol-grueso-x-5-kilos-_JM#position=55&search_layout=stack&type=item&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,10.071,POSITIVA,Nuevo  |  +50 vendidos,(4 disponibles),Nuevo  |  +50 vendidos,No disponible,#924032271,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletitas Tipo Bastones Sabor Coco Natuzen X 200 G Sin Tacc,https://www.mercadolibre.com.ar/galletitas-tipo-bastones-sabor-coco-natuzen-x-200-g-sin-tacc/p/MLA24311041?pdp_filters=category:MLA1423#searchVariation=MLA24311041&position=38&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,2.125,PURAVIDA STORE,Nuevo  |  +500 vendidos,(6 disponibles),Nuevo  |  +500 vendidos,No disponible,#1398706837,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Galletitas,nan
Almohaditas De Avena Y Trigo X 2 Kgs.,https://www.mercadolibre.com.ar/almohaditas-de-avena-y-trigo-x-2-kgs/p/MLA21857126?pdp_filters=category:MLA1423#searchVariation=MLA21857126&position=4&search_layout=stack&type=product&tracking_id=e6c6bb13-5db7-4c5f-a507-5a712600846c,10.182,NEWGARDEN,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#1381650700,2024-03-24 19:47:57,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
