Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Azucar Ledesma Clásica Paquete De 1 Kilo,https://www.mercadolibre.com.ar/azucar-ledesma-clasica-paquete-de-1-kilo/p/MLA19992609?pdp_filters=category:MLA1423#searchVariation=MLA19992609&position=2&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,1.527,Mayorista Masivos,Nuevo  |  +50mil vendidos,(31 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1286248984,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azúcar Ledesma Rubia Mascabo Paquete 800 Grs,https://www.mercadolibre.com.ar/azucar-ledesma-rubia-mascabo-paquete-800-grs/p/MLA19936260?pdp_filters=category:MLA1423#searchVariation=MLA19936260&position=1&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,1.484,Mayorista Masivos,Nuevo  |  +10mil vendidos,(333 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1281963999,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azucar Blanca Chango en sobres x 100 unidades por 5g c/u - sin tacc,https://www.mercadolibre.com.ar/azucar-blanca-chango-en-sobres-x-100-unidades-por-5g-cu-sin-tacc/p/MLA21888697?pdp_filters=category:MLA1423#searchVariation=MLA21888697&position=7&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,3.499,CAPSULANDIA,Nuevo  |  +1000 vendidos,(59 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1480984926,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azucar Impalpable Talco 1 Kg,https://www.mercadolibre.com.ar/azucar-impalpable-talco-1-kg/p/MLA20723150?pdp_filters=category:MLA1423#searchVariation=MLA20723150&position=8&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,3.600,TIENDAMAIVA,Nuevo  |  +10mil vendidos,(6 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1298859515,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Café Molido Tostado Suave 1933 Sin Azúcar 260gr,https://www.mercadolibre.com.ar/cafe-molido-tostado-suave-1933-sin-azucar-260gr/p/MLA23792131?pdp_filters=category:MLA1423#searchVariation=MLA23792131&position=9&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,6.897,Cafe Martinez,Nuevo  |  +1000 vendidos,(265 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1430453106,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Azúcar Ledesma Clásica 1kg,https://articulo.mercadolibre.com.ar/MLA-1317424046-azucar-ledesma-clasica-1kg-_JM#position=43&search_layout=stack&type=item&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,1.611,GRUPO ELNENE,Nuevo  |  +10mil vendidos,(4 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1317424046,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azucar Individual Chango De 1000 Sobres,https://www.mercadolibre.com.ar/azucar-individual-chango-de-1000-sobres/p/MLA21049595?pdp_filters=category:MLA1423#searchVariation=MLA21049595&position=4&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,16.990,POSTA LOCALES,Nuevo  |  +1000 vendidos,(12 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1306027200,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Cafe Molido Segafredo Espresso Casa 250g Tostado Sin Azucar,https://www.mercadolibre.com.ar/cafe-molido-segafredo-espresso-casa-250g-tostado-sin-azucar/p/MLA19979543?pdp_filters=category:MLA1423#searchVariation=MLA19979543&position=5&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,7.499,CAPSULANDIA,Nuevo  |  +10mil vendidos,(568 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1277672398,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Azúcar Ledesma Selección Blanco 1000 Sobres 5grs Pack 1 Caja,https://www.mercadolibre.com.ar/azucar-ledesma-seleccion-blanco-1000-sobres-5grs-pack-1-caja/p/MLA29666896?pdp_filters=category:MLA1423#searchVariation=MLA29666896&position=6&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,15.500,OfiShop,Nuevo  |  +1000 vendidos,(57 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1416380231,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azucar De Caña Organica Ying Yang 1kg  Sin Tacc Vegano,https://www.mercadolibre.com.ar/azucar-de-cana-organica-ying-yang-1kg-sin-tacc-vegano/p/MLA20011156?pdp_filters=category:MLA1423#searchVariation=MLA20011156&position=3&search_layout=stack&type=product&tracking_id=8636fc7a-67f7-448b-85fa-3ee9aea5a77b,4.449,VÍVET MARKET,Nuevo  |  +5mil vendidos,(76 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1288628150,2024-03-29 00:52:27,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
