Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba mate Playadito suave 1000g,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-1000g/p/MLA21017193?pdp_filters=category:MLA409408#searchVariation=MLA21017193&position=2&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,4.799,TGWSTORE,Nuevo  |  +50mil vendidos,(1595 disponibles),Nuevo  |  +50mil vendidos,OFERTA DEL DÍA,#1301673208,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Canarias Serena 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-serena-1kg/p/MLA20008630?pdp_filters=category:MLA409408#searchVariation=MLA20008630&position=3&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,8.200,OPEN25HS ,Nuevo  |  +5mil vendidos,(220 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1355571413,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Cosmico 500g,https://www.mercadolibre.com.ar/yerba-mate-cosmico-500g/p/MLA34077331?pdp_filters=category:MLA409408#searchVariation=MLA34077331&position=4&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,3.400,ASIQUEBUENOSRL,Nuevo  |  +500 vendidos,(871 disponibles),Nuevo  |  +500 vendidos,No disponible,#1413006783,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias sabor tradicional 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-sabor-tradicional-1kg/p/MLA19839481?pdp_filters=category:MLA409408#searchVariation=MLA19839481&position=5&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,6.525,PAPUS SERGIO,Nuevo  |  +50mil vendidos,(932 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1396821339,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Sol y Lluvia Barbacuá - Barbacuá - 2000 g - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/sol-y-lluvia-barbacua-barbacua-2000-g-unidad-1-bolsa/p/MLA23127803?pdp_filters=category:MLA409408#searchVariation=MLA23127803&position=6&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,9.165,MORAGREEN AGROALIMENTOS,Nuevo  |  +1000 vendidos,(30 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1378306629,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias 500g Sab. Tradicional Original Importada,https://www.mercadolibre.com.ar/yerba-mate-canarias-500g-sab-tradicional-original-importada/p/MLA19957013?pdp_filters=category:MLA409408#searchVariation=MLA19957013&position=7&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,3.430,01MERCADO,Nuevo  |  +10mil vendidos,(221 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1316627982,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Nobleza Gaucha Suave Sin Tacc X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-nobleza-gaucha-suave-sin-tacc-x-1-kg/p/MLA21239193?pdp_filters=category:MLA409408#searchVariation=MLA21239193&position=8&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,3.361,ECOMODICO,Nuevo  |  +10mil vendidos,(579 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1370357935,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Las Tunas yerba mate estacionamiento natural 1kg,https://www.mercadolibre.com.ar/las-tunas-yerba-mate-estacionamiento-natural-1kg/p/MLA20641267?pdp_filters=category:MLA409408#searchVariation=MLA20641267&position=9&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,4.900,BUENDIA DIA,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1362671713,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Organica Porongo,https://www.mercadolibre.com.ar/yerba-mate-organica-porongo/p/MLA19991738?pdp_filters=category:MLA409408#searchVariation=MLA19991738&position=10&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,3.949,TAP GROCERY,Nuevo  |  +5mil vendidos,(63 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1283552817,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Mañanita 4 Flex Con Palo Sin Tacc 1kg,https://www.mercadolibre.com.ar/yerba-mate-mananita-4-flex-con-palo-sin-tacc-1kg/p/MLA19973281?pdp_filters=category:MLA409408#searchVariation=MLA19973281&position=11&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,5.100,OPEN25HS ,Nuevo  |  +10mil vendidos,(691 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1685274048,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Grapia Milenaria 1 Kg. Estacionamiento Natural,https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-1-kg-estacionamiento-natural/p/MLA21361701?pdp_filters=category:MLA409408#searchVariation=MLA21361701&position=12&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,5.415,Alma Nativa,Nuevo  |  +5mil vendidos,(211 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1594813528,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Kurupí paraguaya menta y boldo 500g,https://www.mercadolibre.com.ar/yerba-mate-kurupi-paraguaya-menta-y-boldo-500g/p/MLA20008348?pdp_filters=category:MLA409408#searchVariation=MLA20008348&position=13&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,3.879,CLETHA_MASE,Nuevo  |  +10mil vendidos,No disponible,Nuevo  |  +10mil vendidos,No disponible,#1709546758,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate De Campo La Merced 500g C/ Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-de-campo-la-merced-500g-c-palo-original-sin-tacc/p/MLA19956928?pdp_filters=category:MLA409408#searchVariation=MLA19956928&position=14&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,4.343,TAP GROCERY,Nuevo  |  +50mil vendidos,(275 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1280860216,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Oferta! Yerba Mate Cbse Hierbas Serranas 1kg Sin Tacc,https://www.mercadolibre.com.ar/oferta-yerba-mate-cbse-hierbas-serranas-1kg-sin-tacc/p/MLA20109309?pdp_filters=category:MLA409408#searchVariation=MLA20109309&position=15&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,3.799,CAPSULANDIA,Nuevo  |  +5mil vendidos,(105 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1278907094,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cachamate Sabor Coco X 500 Gr Nueva Producto! Sin Tacc,https://www.mercadolibre.com.ar/yerba-cachamate-sabor-coco-x-500-gr-nueva-producto-sin-tacc/p/MLA21882465?pdp_filters=category:MLA409408#searchVariation=MLA21882465&position=16&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,2.374,CAPSULANDIA,Nuevo  |  +1000 vendidos,(83 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1360784256,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Cosmico 500g,https://www.mercadolibre.com.ar/yerba-mate-cosmico-500g/p/MLA34166638?pdp_filters=category:MLA409408#searchVariation=MLA34166638&position=17&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,34.000,ASIQUEBUENOSRL,Nuevo  |  +100 vendidos,(232 disponibles),Nuevo  |  +100 vendidos,No disponible,#1696268690,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Tucangua Misionera X5kg,https://www.mercadolibre.com.ar/yerba-tucangua-misionera-x5kg/p/MLA22308446?pdp_filters=category:MLA409408#searchVariation=MLA22308446&position=18&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,21.276,TIENDA ANDALHUE,Nuevo  |  +1000 vendidos,(176 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376169199,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Mañanita 4flex 500g,https://www.mercadolibre.com.ar/yerba-mate-mananita-4flex-500g/p/MLA20719063?pdp_filters=category:MLA409408#searchVariation=MLA20719063&position=19&search_layout=stack&type=product&tracking_id=514fecf9-ba16-4ada-adcf-2b79d58c5e33,2.438,OPEN25HS ,Nuevo  |  +10mil vendidos,(481 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1631079952,2024-03-26 15:19:14,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
